Sr No._x,Reference No (URN),Journal Date,"Date of
Purchase",Date of Expiry,Name of the Purchaser,Prefix_x,"Bond
Number_x",Denominations_x,Issue Branch Code,Issue Teller,Status,Prefix_Bond,Sr No._y,Date of,Name of the Political Party,"Account no. of
Political Party",Prefix_y,"Bond
Number_y",Denominations_y,"Pay Branch
Code",Pay Teller
7099,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8908,10000000,800,7273126,Paid,OC8908,8432,11-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8908,10000000,1,3490777
7075,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8909,10000000,800,7273126,Paid,OC8909,8429,11-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8909,10000000,1,3490777
7076,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8910,10000000,800,7273126,Paid,OC8910,8430,11-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8910,10000000,1,3490777
7118,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8911,10000000,800,7273126,Paid,OC8911,8944,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8911,10000000,1,3490777
7131,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8912,10000000,800,7273126,Paid,OC8912,8948,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8912,10000000,1,3490777
7083,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8913,10000000,800,7273126,Paid,OC8913,8936,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8913,10000000,1,3490777
7062,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8914,10000000,800,7273126,Paid,OC8914,8932,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8914,10000000,1,3490777
7050,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8915,10000000,800,7273126,Paid,OC8915,8930,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8915,10000000,1,3490777
7106,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8916,10000000,800,7273126,Paid,OC8916,8942,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8916,10000000,1,3490777
7130,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8917,10000000,800,7273126,Paid,OC8917,8947,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8917,10000000,1,3490777
7086,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8918,10000000,800,7273126,Paid,OC8918,8937,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8918,10000000,1,3490777
7119,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8919,10000000,800,7273126,Paid,OC8919,8945,13-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8919,10000000,1,3490777
7043,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8920,10000000,800,7273126,Paid,OC8920,9191,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8920,10000000,1,3490777
7046,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8921,10000000,800,7273126,Paid,OC8921,9194,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8921,10000000,1,3490777
7055,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PRIVATE LIMITED,OC,8922,10000000,800,7273126,Paid,OC8922,8505,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8922,10000000,800,5614473
7048,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8923,10000000,800,7273126,Paid,OC8923,9196,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8923,10000000,1,3490777
7036,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8924,10000000,800,7273126,Paid,OC8924,9184,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8924,10000000,1,3490777
7047,8.00E+20,06-01-2022,06-01-2022,20-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8925,10000000,800,7273126,Paid,OC8925,9195,14-01-2022,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,8925,10000000,1,3490777
6507,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8926,10000000,800,7273126,Paid,OC8926,8458,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8926,10000000,800,5614473
6579,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8927,10000000,800,7273126,Paid,OC8927,8493,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8927,10000000,800,5614473
6589,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8928,10000000,800,7273126,Paid,OC8928,8497,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8928,10000000,800,5614473
6577,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8929,10000000,800,7273126,Paid,OC8929,8491,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8929,10000000,800,5614473
6538,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8930,10000000,800,7273126,Paid,OC8930,8475,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8930,10000000,800,5614473
6584,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8931,10000000,800,7273126,Paid,OC8931,8495,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8931,10000000,800,5614473
6559,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8932,10000000,800,7273126,Paid,OC8932,8485,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8932,10000000,800,5614473
6517,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8933,10000000,800,7273126,Paid,OC8933,8464,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8933,10000000,800,5614473
6499,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8934,10000000,800,7273126,Paid,OC8934,8453,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8934,10000000,800,5614473
6539,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8935,10000000,800,7273126,Paid,OC8935,8476,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8935,10000000,800,5614473
6518,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8936,10000000,800,7273126,Paid,OC8936,8465,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8936,10000000,800,5614473
6537,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8937,10000000,800,7273126,Paid,OC8937,8474,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8937,10000000,800,5614473
6551,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8938,10000000,800,7273126,Paid,OC8938,8482,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8938,10000000,800,5614473
6592,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8939,10000000,800,7273126,Paid,OC8939,8499,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8939,10000000,800,5614473
6545,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8940,10000000,800,7273126,Paid,OC8940,8480,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8940,10000000,800,5614473
6529,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8941,10000000,800,7273126,Paid,OC8941,8469,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8941,10000000,800,5614473
6552,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8942,10000000,800,7273126,Paid,OC8942,8483,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8942,10000000,800,5614473
6568,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8943,10000000,800,7273126,Paid,OC8943,8488,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8943,10000000,800,5614473
6542,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8944,10000000,800,7273126,Paid,OC8944,8477,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8944,10000000,800,5614473
6525,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8945,10000000,800,7273126,Paid,OC8945,8467,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8945,10000000,800,5614473
6574,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8946,10000000,800,7273126,Paid,OC8946,8489,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8946,10000000,800,5614473
6556,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8947,10000000,800,7273126,Paid,OC8947,8484,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8947,10000000,800,5614473
6510,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8948,10000000,800,7273126,Paid,OC8948,8459,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8948,10000000,800,5614473
6519,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8949,10000000,800,7273126,Paid,OC8949,8466,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8949,10000000,800,5614473
6593,8.00E+20,05-01-2022,05-01-2022,19-01-2022,FUTURE GAMING AND HOTEL SERVICES PR,OC,8950,10000000,800,7273126,Paid,OC8950,8500,11-01-2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),*******8935,OC,8950,10000000,800,5614473
3587,3.00E+20,27-10-2020,27-10-2020,10-11-2020,WELSPUN CORP LTD,OC,8951,10000000,300,7905165,Paid,OC8951,5116,02-11-2020,BHARATIYA JANATA PARTY,*******8244,OC,8951,10000000,691,3428540
3502,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8952,10000000,300,7905165,Paid,OC8952,5189,07-11-2020,YSR,*******6354,OC,8952,10000000,847,3382516
3592,3.00E+20,27-10-2020,27-10-2020,10-11-2020,WELSPUN CORP LTD,OC,8953,10000000,300,7905165,Paid,OC8953,5121,02-11-2020,BHARATIYA JANATA PARTY,*******8244,OC,8953,10000000,691,3428540
3555,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8954,10000000,300,7905165,Paid,OC8954,5242,07-11-2020,YSR,*******6354,OC,8954,10000000,847,3382516
3589,3.00E+20,27-10-2020,27-10-2020,10-11-2020,WELSPUN CORP LTD,OC,8955,10000000,300,7905165,Paid,OC8955,5118,02-11-2020,BHARATIYA JANATA PARTY,*******8244,OC,8955,10000000,691,3428540
3534,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8956,10000000,300,7905165,Paid,OC8956,5221,07-11-2020,YSR,*******6354,OC,8956,10000000,847,3382516
3588,3.00E+20,27-10-2020,27-10-2020,10-11-2020,WELSPUN CORP LTD,OC,8957,10000000,300,7905165,Paid,OC8957,5117,02-11-2020,BHARATIYA JANATA PARTY,*******8244,OC,8957,10000000,691,3428540
3532,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8958,10000000,300,7905165,Paid,OC8958,5219,07-11-2020,YSR,*******6354,OC,8958,10000000,847,3382516
3586,3.00E+20,27-10-2020,27-10-2020,10-11-2020,WELSPUN CORP LTD,OC,8959,10000000,300,7905165,Paid,OC8959,5115,02-11-2020,BHARATIYA JANATA PARTY,*******8244,OC,8959,10000000,691,3428540
3487,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8960,10000000,300,7905165,Paid,OC8960,5174,07-11-2020,YSR,*******6354,OC,8960,10000000,847,3382516
3590,3.00E+20,27-10-2020,27-10-2020,10-11-2020,WELSPUN CORP LTD,OC,8961,10000000,300,7905165,Paid,OC8961,5119,02-11-2020,BHARATIYA JANATA PARTY,*******8244,OC,8961,10000000,691,3428540
3468,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8962,10000000,300,7905165,Paid,OC8962,5156,07-11-2020,YSR,*******6354,OC,8962,10000000,847,3382516
3591,3.00E+20,27-10-2020,27-10-2020,10-11-2020,WELSPUN CORP LTD,OC,8963,10000000,300,7905165,Paid,OC8963,5120,02-11-2020,BHARATIYA JANATA PARTY,*******8244,OC,8963,10000000,691,3428540
3490,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8964,10000000,300,7905165,Paid,OC8964,5177,07-11-2020,YSR,*******6354,OC,8964,10000000,847,3382516
4250,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8965,10000000,300,7905165,Paid,OC8965,5928,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8965,10000000,691,7516991
3478,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8966,10000000,300,7905165,Paid,OC8966,5165,07-11-2020,YSR,*******6354,OC,8966,10000000,847,3382516
4249,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8967,10000000,300,7905165,Paid,OC8967,5927,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8967,10000000,691,7516991
3491,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8968,10000000,300,7905165,Paid,OC8968,5178,07-11-2020,YSR,*******6354,OC,8968,10000000,847,3382516
4253,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8969,10000000,300,7905165,Paid,OC8969,5931,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8969,10000000,691,7516991
3526,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8970,10000000,300,7905165,Paid,OC8970,5213,07-11-2020,YSR,*******6354,OC,8970,10000000,847,3382516
4254,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8971,10000000,300,7905165,Paid,OC8971,5932,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8971,10000000,691,7516991
3544,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8972,10000000,300,7905165,Paid,OC8972,5231,07-11-2020,YSR,*******6354,OC,8972,10000000,847,3382516
4264,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8973,10000000,300,7905165,Paid,OC8973,5942,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8973,10000000,691,7516991
3531,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8974,10000000,300,7905165,Paid,OC8974,5218,07-11-2020,YSR,*******6354,OC,8974,10000000,847,3382516
4270,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8975,10000000,300,7905165,Paid,OC8975,5948,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8975,10000000,691,7516991
3488,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8976,10000000,300,7905165,Paid,OC8976,5175,07-11-2020,YSR,*******6354,OC,8976,10000000,847,3382516
4255,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8977,10000000,300,7905165,Paid,OC8977,5933,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8977,10000000,691,7516991
3552,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8978,10000000,300,7905165,Paid,OC8978,5239,07-11-2020,YSR,*******6354,OC,8978,10000000,847,3382516
4262,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8979,10000000,300,7905165,Paid,OC8979,5940,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8979,10000000,691,7516991
3547,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8980,10000000,300,7905165,Paid,OC8980,5234,07-11-2020,YSR,*******6354,OC,8980,10000000,847,3382516
4263,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8981,10000000,300,7905165,Paid,OC8981,5941,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8981,10000000,691,7516991
3541,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8982,10000000,300,7905165,Paid,OC8982,5228,07-11-2020,YSR,*******6354,OC,8982,10000000,847,3382516
4252,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8983,10000000,300,7905165,Paid,OC8983,5930,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8983,10000000,691,7516991
3522,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8984,10000000,300,7905165,Paid,OC8984,5209,07-11-2020,YSR,*******6354,OC,8984,10000000,847,3382516
4271,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8985,10000000,300,7905165,Paid,OC8985,5949,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8985,10000000,691,7516991
3470,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8986,10000000,300,7905165,Paid,OC8986,5158,07-11-2020,YSR,*******6354,OC,8986,10000000,847,3382516
4267,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8987,10000000,300,7905165,Paid,OC8987,5945,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8987,10000000,691,7516991
3505,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8988,10000000,300,7905165,Paid,OC8988,5192,07-11-2020,YSR,*******6354,OC,8988,10000000,847,3382516
4260,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8989,10000000,300,7905165,Paid,OC8989,5938,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8989,10000000,691,7516991
3553,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8990,10000000,300,7905165,Paid,OC8990,5240,07-11-2020,YSR,*******6354,OC,8990,10000000,847,3382516
4437,3.00E+20,08-04-2021,08-04-2021,22-04-2021,HONEYWELL PROPERTIES PVT LTD,OC,8991,10000000,300,4180496,Paid,OC8991,5959,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8991,10000000,691,7516991
3495,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8992,10000000,300,7905165,Paid,OC8992,5182,07-11-2020,YSR,*******6354,OC,8992,10000000,847,3382516
4256,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8993,10000000,300,7905165,Paid,OC8993,5934,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8993,10000000,691,7516991
3506,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8994,10000000,300,7905165,Paid,OC8994,5193,07-11-2020,YSR,*******6354,OC,8994,10000000,847,3382516
4265,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8995,10000000,300,7905165,Paid,OC8995,5943,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8995,10000000,691,7516991
3516,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8996,10000000,300,7905165,Paid,OC8996,5203,07-11-2020,YSR,*******6354,OC,8996,10000000,847,3382516
4269,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8997,10000000,300,7905165,Paid,OC8997,5947,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8997,10000000,691,7516991
3535,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,8998,10000000,300,7905165,Paid,OC8998,5222,07-11-2020,YSR,*******6354,OC,8998,10000000,847,3382516
4257,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,8999,10000000,300,7905165,Paid,OC8999,5935,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,8999,10000000,691,7516991
3542,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,9000,10000000,300,7905165,Paid,OC9000,5229,07-11-2020,YSR,*******6354,OC,9000,10000000,847,3382516
4248,3.00E+20,07-04-2021,07-04-2021,21-04-2021,INFINA FINANCE PRIVATE LIMITED,OC,9001,10000000,300,7905165,Paid,OC9001,5926,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,9001,10000000,691,7516991
3480,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,9002,10000000,300,7905165,Paid,OC9002,5167,07-11-2020,YSR,*******6354,OC,9002,10000000,847,3382516
4444,3.00E+20,08-04-2021,08-04-2021,22-04-2021,HONEYWELL PROPERTIES PVT LTD,OC,9003,10000000,300,4180496,Paid,OC9003,5966,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,9003,10000000,691,7516991
3466,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,9004,10000000,300,7905165,Paid,OC9004,5154,07-11-2020,YSR,*******6354,OC,9004,10000000,847,3382516
4449,3.00E+20,08-04-2021,08-04-2021,22-04-2021,HONEYWELL PROPERTIES PVT LTD,OC,9005,10000000,300,4180496,Paid,OC9005,5971,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,9005,10000000,691,7516991
3475,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,9006,10000000,300,7905165,Paid,OC9006,5163,07-11-2020,YSR,*******6354,OC,9006,10000000,847,3382516
4461,3.00E+20,08-04-2021,08-04-2021,22-04-2021,HONEYWELL PROPERTIES PVT LTD,OC,9007,10000000,300,4180496,Paid,OC9007,5983,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,9007,10000000,691,7516991
3527,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,9008,10000000,300,7905165,Paid,OC9008,5214,07-11-2020,YSR,*******6354,OC,9008,10000000,847,3382516
4447,3.00E+20,08-04-2021,08-04-2021,22-04-2021,HONEYWELL PROPERTIES PVT LTD,OC,9009,10000000,300,4180496,Paid,OC9009,5969,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,9009,10000000,691,7516991
4574,7.82E+19,09-04-2021,09-04-2021,23-04-2021,DESCENT BUILDWELL LLP,OC,901,10000000,78,5523842,Paid,OC901,6148,13-04-2021,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,901,10000000,1,3476510
3479,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,9010,10000000,300,7905165,Paid,OC9010,5166,07-11-2020,YSR,*******6354,OC,9010,10000000,847,3382516
4463,3.00E+20,08-04-2021,08-04-2021,22-04-2021,HONEYWELL PROPERTIES PVT LTD,OC,9011,10000000,300,4180496,Paid,OC9011,5985,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,9011,10000000,691,7516991
3489,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,9012,10000000,300,7905165,Paid,OC9012,5176,07-11-2020,YSR,*******6354,OC,9012,10000000,847,3382516
4462,3.00E+20,08-04-2021,08-04-2021,22-04-2021,HONEYWELL PROPERTIES PVT LTD,OC,9013,10000000,300,4180496,Paid,OC9013,5984,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,9013,10000000,691,7516991
3493,3.00E+20,27-10-2020,27-10-2020,10-11-2020,FUTURE GAMING AND HOTEL SERVICES PR,OC,9014,10000000,300,7905165,Paid,OC9014,5180,07-11-2020,YSR,*******6354,OC,9014,10000000,847,3382516
4442,3.00E+20,08-04-2021,08-04-2021,22-04-2021,HONEYWELL PROPERTIES PVT LTD,OC,9015,10000000,300,4180496,Paid,OC9015,5964,12-04-2021,BHARATIYA JANATA PARTY,*******8244,OC,9015,10000000,691,7516991
